"Group ID","Filename","Folder","Size (KB)","Match %",
0,"021020081985.jpg","E:\Collating\Photos\Unorganized Photos\Uncategorized Fami",357,100,
0,"021020081985.jpg","E:\Collating\Photos\Unorganized Pho",357,100,
